Event, Shape Type, Indicator Type, en: Indicator Name, ka: Indicator Name,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color,en: Scale Name, ka: Scale Name, Scale Color
Release January 2008,Tbilisi Precinct,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release January 2008,Tbilisi Precinct,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release January 2008,Tbilisi Precinct,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release January 2008,Tbilisi Precinct,Indicators,Total Voters,სულ,,0,0,,0-500,0-500,,500-1000,500-1000,,1000-1500,1000-1500,,1500-2000,1500-2000,,>2000,>2000,,,,,,,,,,,,,,,,,,,,,
Release May 2008,Tbilisi District,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,>20,>20,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2008,Tbilisi District,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-250,0-250,,250-500,250-500,,500-750,500-750,,750-1000,750-1000,,>1000,>1000,,,,,,,,,,,,,,,,,,,,,
Release May 2008,Tbilisi District,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2008,Tbilisi District,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-20,0-20,,20-50,20-50,,50-100,50-100,,100-200,100-200,,200-300,200-300,,>300,>300,,,,,,,,,,,,,,,,,,
Release May 2008,Tbilisi District,Indicators,Total Voters,სულ,,0,0,,0-5000,0-5000,,5000-10000,5000-10000,,10000-15000,10000-15000,,15000-20000,15000-20000,,20000-25000,20000-25000,,>25000,>25000,,,,,,,,,,,,,,,,,,
Release May 2008,Tbilisi Precinct,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-2,0-2,,2-5,2-5,,>5,>5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2008,Tbilisi Precinct,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release May 2008,Tbilisi Precinct,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2008,Tbilisi Precinct,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release May 2008,Tbilisi Precinct,Indicators,Total Voters,სულ,,0,0,,0-500,0-500,,500-1000,500-1000,,1000-1500,1000-1500,,1500-2000,1500-2000,,>2000,>2000,,,,,,,,,,,,,,,,,,,,,
Release May 2010,Tbilisi District,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,>20,>20,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2010,Tbilisi District,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-250,0-250,,250-500,250-500,,500-750,500-750,,750-1000,750-1000,,>1000,>1000,,,,,,,,,,,,,,,,,,,,,
Release May 2010,Tbilisi District,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2010,Tbilisi District,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-20,0-20,,20-50,20-50,,50-100,50-100,,100-200,100-200,,200-300,200-300,,>300,>300,,,,,,,,,,,,,,,,,,
Release May 2010,Tbilisi District,Indicators,Total Voters,სულ,,0,0,,0-5000,0-5000,,5000-10000,5000-10000,,10000-15000,10000-15000,,15000-20000,15000-20000,,20000-25000,20000-25000,,>25000,>25000,,,,,,,,,,,,,,,,,,
Release May 2010,Tbilisi Precinct,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-2,0-2,,2-5,2-5,,>5,>5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2010,Tbilisi Precinct,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release May 2010,Tbilisi Precinct,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2010,Tbilisi Precinct,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release May 2010,Tbilisi Precinct,Indicators,Total Voters,სულ,,0,0,,0-500,0-500,,500-1000,500-1000,,1000-1500,1000-1500,,1500-2000,1500-2000,,>2000,>2000,,,,,,,,,,,,,,,,,,,,,
Release May 2011,Tbilisi District,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,>20,>20,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2011,Tbilisi District,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-250,0-250,,250-500,250-500,,500-750,500-750,,750-1000,750-1000,,>1000,>1000,,,,,,,,,,,,,,,,,,,,,
Release May 2011,Tbilisi District,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2011,Tbilisi District,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-20,0-20,,20-50,20-50,,50-100,50-100,,100-200,100-200,,200-300,200-300,,>300,>300,,,,,,,,,,,,,,,,,,
Release May 2011,Tbilisi District,Indicators,Total Voters,სულ,,0,0,,0-5000,0-5000,,5000-10000,5000-10000,,10000-15000,10000-15000,,15000-20000,15000-20000,,20000-25000,20000-25000,,>25000,>25000,,,,,,,,,,,,,,,,,,
Release May 2011,Tbilisi Precinct,Indicators,Numbers of voters over 99 years old,ნომრები ამომრჩეველთა გამო 99 წლის,,0,0,,0-2,0-2,,2-5,2-5,,>5,>5,,,,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2011,Tbilisi Precinct,Indicators,Number of voters between 85 and 99 years old,ამომრჩეველთა რაოდენობა შორის 85 და 99 წლის,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release May 2011,Tbilisi Precinct,Indicators,Average age of voters,საშუალო ასაკი ამომრჩეველთა,,18-35,18-35,,35-45,35-45,,45-55,45-55,,55-65,55-65,,>65,>65,,,,,,,,,,,,,,,,,,,,,,,,
Release May 2011,Tbilisi Precinct,Indicators,Number of voter duplications,ხმების ამომრჩეველთა დუბლირების,,0,0,,0-5,0-5,,5-10,5-10,,10-20,10-20,,20-30,20-30,,>30,>30,,,,,,,,,,,,,,,,,,,,,
Release May 2011,Tbilisi Precinct,Indicators,Total Voters,სულ,,0,0,,0-500,0-500,,500-1000,500-1000,,1000-1500,1000-1500,,1500-2000,1500-2000,,>2000,>2000,,,,,,,,,,,,,,,,,,,,,
